action_date,action_time,rule_name,condition_name,action_name,account_id,adset_id,campaign_id,old_budget,new_budget,set_budget,response,spend_at_action,total_spend_at_action,total_days_at_action,today_roi_at_action,current_budget_from_fb,last_3_days_revenue_at_action,last_3_days_total_roi_at_action,today_rpc_at_action,today_cpa_at_action,last_3_days_spend_at_action,last_3_days_roi_at_action,budget_level,rule_id,condition_id,action_id
2026-06-12,2026-06-12T17:00:08.000Z,Turn OFF | Total Days >= 5 | OWN RSOC,Turn OFF | Total Days >= 5 | OWN RSOC ,Turn OFF,9913405683583663,31626016833981,31237106436763,39.5986,31.6738,,SUCCESS,20.9677,787.4635,15,-0.18,31.6738,937.4505,0.19,3.0099,3.4925,203.7461,-0.11,adset,R01,C01,A01
2026-06-12,2026-06-12T16:30:06.000Z,Turn OFF | Total Days >= 5 | OWN RSOC,Turn OFF | Total Days >= 5 | OWN RSOC ,Turn OFF,9913405683583663,31626016833981,31237106436763,39.5986,31.6738,,SUCCESS,20.2819,786.7777,15,-0.15,31.6738,937.4505,0.19,3.0099,3.3782,203.7461,-0.11,adset,R01,C01,A01
2026-06-12,2026-06-12T15:00:05.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,66.0019,39.5986,31.6789,SUCCESS,19.4183,785.9141,15,-0.12,39.5986,937.4505,0.19,3.0099,3.2385,203.7461,-0.11,adset,R02,C02,A02
2026-06-12,2026-06-12T14:00:03.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,66.0019,39.5986,,"""No budget to change""",19.2278,785.7236,15,-0.11,,937.4505,0.19,3.0099,3.2004,203.7461,-0.11,,R02,C02,A02
2026-06-12,2026-06-12T05:00:06.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31166928670267,31132608008707,1.27,1.27,,SUCCESS,0.0127,0.0381,4,-1.0,1.27,0.0007,-0.98,,,0.0254,-0.97,adset,R03,C03,A03
2026-06-12,2026-06-12T04:30:06.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31166928670267,31132608008707,1.27,1.27,,SUCCESS,0.0127,0.0381,4,-1.0,1.27,0.0007,-0.98,,,0.0254,-0.97,adset,R03,C03,A03
2026-06-12,2026-06-12T03:00:06.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31243712380589,31307573495491,6.35,12.7,10.16,SUCCESS,3.4417,34.9377,8,-0.21,12.7,45.7505,0.31,0.1651,0.2032,17.3101,0.28,adset,R02,C02,A02
2026-06-12,2026-06-11T23:30:08.000Z,Turn OFF | Total Days >= 5 | OWN RSOC,Turn OFF | Total Days >= 5 | OWN RSOC ,Turn OFF,9913405683583663,31191755212537,31719759393357,12.7,10.16,,SUCCESS,8.382,415.97580000000005,10,-0.47,10.16,524.3208,0.26,0.254,0.4699,201.39659999999998,0.05,adset,R01,C01,A01
2026-06-11,2026-06-11T14:00:08.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31200641544594,31316241805824,1.27,1.27,,SUCCESS,0.4445,0.4445,1,-1.0,1.27,,-1.0,,,,,campaign,R04,C04,A04
2026-06-11,2026-06-11T14:00:08.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31886594280574,31267312423963,1.27,1.27,,SUCCESS,0.4445,0.4445,1,-1.0,1.27,,-1.0,,,,,campaign,R04,C04,A04
2026-06-11,2026-06-11T13:45:08.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31886594280574,31267312423963,1.27,1.27,,SUCCESS,0.4445,0.4445,1,-1.0,1.27,,-1.0,,,,,campaign,R04,C04,A04
2026-06-11,2026-06-11T13:45:08.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31200641544594,31316241805824,1.27,1.27,,SUCCESS,0.4445,0.4445,1,-1.0,1.27,,-1.0,,,,,campaign,R04,C04,A04
2026-06-11,2026-06-11T12:01:17.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31155637096434,31306304373683,1.27,1.27,,SUCCESS,0.0254,0.1016,5,-1.0,1.27,,-1.0,,,,,adset,R03,C03,A03
2026-06-11,2026-06-11T11:30:05.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31155637096434,31306304373683,1.27,1.27,,SUCCESS,0.0254,0.1016,5,-1.0,1.27,,-1.0,,,,,adset,R03,C03,A03
2026-06-11,2026-06-11T11:30:04.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31273956645572,31244041296905,8.001,13.6017,10.8814,SUCCESS,8.5471,81.915,9,-0.14,13.6017,99.6328,0.22,0.9652,1.0668,30.9499,0.07,adset,R02,C02,A02
2026-06-11,2026-06-11T09:30:09.000Z,Turn Off | OWN RSOC | Total Profit <= -2.5$ | budget_usage_today >= 15%,Turn Off | OWN RSOC | Today_profit <= -1$ | budget_usage_today >= 15%,Turn OFF,9913405683583663,31818629447720,31203755307799,5.08,5.08,,SUCCESS,3.0353,5.1435,2,-0.44,5.08,3.8729,-0.25,0.0889,0.1397,2.1082,0.02,campaign,R05,C05,A05
2026-06-11,2026-06-11T09:30:07.000Z,Turn Off | today_profit <=  -1.25 $| total_days <= 3 | total profit <=-4$ | OWN RSOC,Turn Off | today_profit <=  -1.25 $| total_days <= 3 | total_profit <= -3| OWN RSOC,Turn OFF,9913405683583663,31818629447720,31203755307799,5.08,5.08,,SUCCESS,3.0353,5.1435,2,-0.44,5.08,3.8729,-0.25,0.0889,0.1397,2.1082,0.02,campaign,R06,C06,A06
2026-06-11,2026-06-11T06:00:03.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31191755212537,31719759393357,7.62,12.7,8.128,"""No budget to change""",23.9268,361.7214,9,-0.24,10.16,501.5904,0.39,0.8001,1.0033,173.355,0.19,adset,R02,C02,A02
2026-06-11,2026-06-11T05:30:07.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31191755212537,31719759393357,7.62,12.7,10.16,SUCCESS,22.479,360.2736,9,-0.2,12.7,501.51779999999997,0.39,0.7874,0.9398,173.355,0.19,adset,R02,C02,A02
2026-06-11,2026-06-11T02:30:03.000Z,Budget Decrease | OWN RSOC | -50 <= ROI | Budget > 65$,Budget Decrease | OWN RSOC | -50 <= ROI | Budget > 65$,Decrease -40% (min 9),9913405683583663,31626016833981,31237106436763,82.5119,66.0019,39.6011,SUCCESS,15.4305,728.345,14,-0.51,66.0019,865.8085,0.19,2.6543,5.1435,234.1245,-0.1,adset,R07,C07,A07
2026-06-11,2026-06-11T02:00:08.000Z,Turn OFF | Total Days >= 5 | OWN RSOC,Turn OFF | Total Days >= 5 | OWN RSOC ,Turn OFF,9913405683583663,31167350331032,31387795704999,6.35,3.175,,SUCCESS,0.7112,30.0863,6,-1.0,3.175,32.105,0.07,,,19.6469,-0.58,adset,R01,C01,A01
2026-06-11,2026-06-10T23:00:07.000Z,Turn Off | OWN RSOC | Total Profit <= -2.5$ | budget_usage_today >= 15%,Turn Off | OWN RSOC | Today_profit <= -1$ | budget_usage_today >= 15%,Turn OFF,9913405683583663,31278865310814,31294699045939,1.27,3.81,,SUCCESS,0.254,2.6035,2,-1.0,3.81,1.2668,-0.51,,,2.3495,-0.46,adset,R05,C05,A05
2026-06-10,2026-06-10T19:30:05.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,66.0095,SUCCESS,58.8264,703.6816,13,-0.1,82.5119,853.6591,0.21,2.1336,2.2606,283.5275,-0.05,adset,R02,C02,A02
2026-06-10,2026-06-10T18:30:07.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31216242520025,31224844868865,1.27,1.27,,SUCCESS,0.0127,0.0127,5,-1.0,1.27,,-1.0,,,,,adset,R03,C03,A03
2026-06-10,2026-06-10T17:00:11.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31142755508350,31267314582953,1.27,1.27,,SUCCESS,0.4826,0.4826,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T17:00:11.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31264368174916,31187980269415,1.27,1.27,,SUCCESS,1.2573,1.2573,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T17:00:11.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31107075634783,31217867413223,1.27,1.27,,SUCCESS,1.1684,1.1684,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T17:00:11.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31315513289109,31329010957742,1.27,1.27,,SUCCESS,0.9525,0.9525,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T17:00:11.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31887606876383,31109313511826,1.27,1.27,,SUCCESS,1.4478,1.4478,1,-0.53,1.27,0.6756,-0.53,0.7112,1.4478,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:45:15.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31887606876383,31109313511826,1.27,1.27,,SUCCESS,1.4478,1.4478,1,-0.53,1.27,0.6756,-0.53,0.7112,1.4478,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:45:15.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31142755508350,31267314582953,1.27,1.27,,SUCCESS,0.4826,0.4826,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:45:15.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31264368174916,31187980269415,1.27,1.27,,SUCCESS,1.2573,1.2573,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:45:15.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31107075634783,31217867413223,1.27,1.27,,SUCCESS,1.1684,1.1684,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:45:15.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31315513289109,31329010957742,1.27,1.27,,SUCCESS,0.9525,0.9525,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:30:18.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31315513289109,31329010957742,1.27,1.27,,SUCCESS,0.9398,0.9398,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:30:18.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31264368174916,31187980269415,1.27,1.27,,SUCCESS,1.2319,1.2319,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:30:18.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31142755508350,31267314582953,1.27,1.27,,SUCCESS,0.4572,0.4572,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:30:18.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31107075634783,31217867413223,1.27,1.27,,SUCCESS,1.1684,1.1684,1,-1.0,1.27,,-1.0,,,,,adset,R04,C04,A04
2026-06-10,2026-06-10T16:30:18.000Z,Turn Off - OWN RSOC | Total Days = 1 | budget > 35%| ROI < -50%,Turn Off - OWN RSOC | Total Days = 1 | budget_usage_today > 35% | ROI < -50%,Turn OFF,9913405683583663,31887606876383,31109313511826,1.27,1.27,,SUCCESS,1.4097,1.4097,1,-0.52,1.27,0.6756,-0.52,0.7112,1.4097,,,adset,R04,C04,A04
2026-06-10,2026-06-10T15:00:17.000Z,Turn Off | OWN RSOC | Total Profit <= -2.5$ | budget_usage_today >= 15%,Turn Off | OWN RSOC | Today_profit <= -1$ | budget_usage_today >= 15%,Turn OFF,9913405683583663,31386467900989,31681818554788,,,,SUCCESS,1.2827,1.2827,1,-1.0,1.27,,-1.0,,,,,adset,R05,C05,A05
2026-06-10,2026-06-10T15:00:12.000Z,Turn OFF | Total Days = 4 | OWN RSOC,Turn OFF | Total Days = 4 | OWN RSOC,Turn OFF,9913405683583663,31554978465845,31244073721824,1.27,1.27,,SUCCESS,4.6736,15.2146,4,-0.9,1.905,13.368,-0.12,0.1651,1.5621,10.541,0.22,adset,R08,C08,A08
2026-06-10,2026-06-10T14:30:05.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",40.4876,685.3428,13,-0.15,,835.3323,0.22,1.8034,2.0193,283.5275,-0.05,,R02,C02,A02
2026-06-10,2026-06-10T09:00:09.000Z,Turn Off | OWN RSOC | Total Profit <= -2.5$ | budget_usage_today >= 15%,Turn Off | OWN RSOC | Today_profit <= -1$ | budget_usage_today >= 15%,Turn OFF,9913405683583663,31167980911567,31193277758801,,,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",1.2827,1.2827,1,-1.0,,,-1.0,,,,,,R05,C05,A05
2026-06-10,2026-06-09T23:00:03.000Z,Turn OFF | Total Days = 4 | OWN RSOC,Turn OFF | Total Days = 4 | OWN RSOC,Turn OFF,9913405683583663,31275731845445,31304695579330,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",0.381,9.6647,4,-0.91,,8.5541,-0.11,,,9.2837,-0.08,,R08,C08,A08
2026-06-10,2026-06-09T22:30:05.000Z,Turn OFF | Total Days = 4 | OWN RSOC,Turn OFF | Total Days = 4 | OWN RSOC,Turn OFF,9913405683583663,31275731845445,31304695579330,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",0.3302,9.525,4,-1.0,,8.5179,-0.11,,,9.1948,-0.07,,R08,C08,A08
2026-06-09,2026-06-09T20:00:06.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",74.4474,637.1971,12,-0.29,,791.6208,0.24,2.5273,3.3782,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T19:30:08.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",73.6854,636.4351,12,-0.29,,791.3554,0.24,2.6289,3.5052,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T19:00:08.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",70.6501,633.3998,12,-0.26,,791.1503,0.25,2.7559,3.5306,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T18:30:09.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",69.1007,631.8504,12,-0.3,,787.2895,0.25,2.6924,3.6322,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T18:00:06.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",64.7192,627.4689,12,-0.26,,786.8793,0.25,2.8067,3.5941,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T17:30:08.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",62.8142,625.5639,12,-0.23,,786.8793,0.26,2.8067,3.4925,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T17:00:08.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",58.7629,621.5126,12,-0.18,,786.8793,0.27,2.8067,3.2639,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T16:30:05.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",57.9501,620.6998,12,-0.17,,786.8793,0.27,2.8067,3.2258,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T16:00:10.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",55.499,618.2487,12,-0.13,,786.8793,0.27,2.8067,3.0861,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T15:30:06.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",54.1147,616.8644,12,-0.16,,784.4301,0.27,2.8194,3.1877,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T15:00:08.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",49.9872,612.7369,12,-0.11,,783.2719,0.28,2.921,3.1242,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T13:00:10.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",38.1254,600.8751,12,-0.22,,768.7094,0.28,2.6289,3.175,292.3794,0.21,,R02,C02,A02
2026-06-09,2026-06-09T12:30:09.000Z,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Budget Decrease | OWN RSOC | -30 < ROI <= -10,Decrease -20% (min 9),9913405683583663,31626016833981,31237106436763,103.1367,82.5119,,"""No budget to change""",35.7632,598.5129,12,-0.3,,763.9679,0.28,2.413,3.2512,292.3794,0.21,,R02,C02,A02
2026-06-08,2026-06-08T16:30:13.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31129016989551,31821764710715,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",1.2446,3.048,3,-1.0,,0.8325,-0.73,,,1.8034,-0.54,,R03,C03,A03
2026-06-08,2026-06-08T16:30:13.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31106545737316,31182881363822,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",1.1049,3.0226,3,-0.14,,2.5698,-0.15,0.508,0.5588,1.9177,-0.16,,R03,C03,A03
2026-06-08,2026-06-08T16:30:13.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31368753922831,31338428524158,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",1.3208,3.0226,3,-1.0,,1.0738,-0.64,,,1.7018,-0.37,,R03,C03,A03
2026-06-08,2026-06-08T16:00:09.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31106545737316,31182881363822,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",1.1049,3.0226,3,-0.14,,2.5698,-0.15,0.508,0.5588,1.9177,-0.16,,R03,C03,A03
2026-06-08,2026-06-08T16:00:09.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31129016989551,31821764710715,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",1.2446,3.048,3,-1.0,,0.8325,-0.73,,,1.8034,-0.54,,R03,C03,A03
2026-06-08,2026-06-08T16:00:09.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31368753922831,31338428524158,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",1.3081,3.0099,3,-1.0,,1.0738,-0.64,,,1.7018,-0.37,,R03,C03,A03
2026-06-08,2026-06-08T15:30:14.000Z,Turn On | Automation Mistake - Today | OWN RSOC,Turn On | Automation Mistake - Today | OWN RSOC,Turn ON,9913405683583663,31314467522499,31273676670366,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",0.3175,4.1402,4,1.01,,3.716,-0.1,0.2286,0.1016,3.8227,-0.2,,R09,C09,A09
2026-06-08,2026-06-08T15:00:10.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31129016989551,31821764710715,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": null, ""message"": ""access token invalidated""}",1.2446,3.048,3,-1.0,,0.8325,-0.73,,,1.8034,-0.54,,R03,C03,A03
2026-06-08,2026-06-08T15:00:10.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31106545737316,31182881363822,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": null, ""message"": ""access token invalidated""}",1.1049,3.0226,3,-0.14,,2.5698,-0.15,0.508,0.5588,1.9177,-0.16,,R03,C03,A03
2026-06-08,2026-06-08T15:00:10.000Z,Turn Off | positive_days = 0 | total_days > 2 | OWN RSOC,Turn Off | positive_days = 0 |  total_days > 2 | OWN RSOC,Turn OFF,9913405683583663,31368753922831,31338428524158,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": null, ""message"": ""access token invalidated""}",1.27,2.9718,3,-1.0,,1.0738,-0.64,,,1.7018,-0.37,,R03,C03,A03
2026-06-08,2026-06-08T14:30:13.000Z,Turn On | Automation Mistake - Today | OWN RSOC,Turn On | Automation Mistake - Today | OWN RSOC,Turn ON,9913405683583663,31314467522499,31273676670366,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",0.3175,4.1402,4,1.01,,3.716,-0.1,0.2286,0.1016,3.8227,-0.2,,R09,C09,A09
2026-06-08,2026-06-08T13:30:12.000Z,Turn On | Automation Mistake - Today | OWN RSOC,Turn On | Automation Mistake - Today | OWN RSOC,Turn ON,9913405683583663,31314467522499,31273676670366,1.27,1.27,,"{""status"": ""error"", ""type"": ""OAuthException"", ""code"": 190, ""message"": ""access token invalidated""}",0.3175,4.1402,4,1.01,,3.716,-0.1,0.2286,0.1016,3.8227,-0.2,,R09,C09,A09
